prNumber,prTitle,repo
8204,EIP-4200 stagnant (2024-Feb-11th@00.17.44),EIPs
8203,EIP-3102 stagnant (2024-Feb-11th@00.17.34),EIPs
8202,Update EIP-7039: Update eip-7039.md,EIPs
8199,Update EIP-1901: outdated links,EIPs
8190,Add EIP: Precompile Falcon512 generic verifier,EIPs
8185,Update EIP-7587: Moves 7587 from info to meta type,EIPs
8173,Update EIP-7569: Add Dencun mainnet epoch & time,EIPs
8172,Update EIP-7568: Move to Last Call,EIPs
8171,Config: match `tree` along with `blob` for Github repos.,EIPs
8170,Update EIP-6122: Fix typo in EIP-6122,EIPs
8169,Update dependency github-pages to v229,EIPs
8168,Update EIP-5806: Update EIP-5806,EIPs
8167,Bump nokogiri from 1.14.3 to 1.16.2,EIPs
8166,Update EIP-2935: Move to Draft,EIPs
8165,"Update EIP-4788: Use ""blob"" term consistent with EIP-4844",EIPs
8164,Update EIP-7587: Move to Review,EIPs
8163,Update EIP-1153: Specify almost identical behaviour to storage,EIPs
8162,Add EIP: Verkle state transition via an overlay tree,EIPs
8161,Add EIP: Revert creation in case of non-empty storage,EIPs
8160,CI: Create python-publish.yml,EIPs
8159,Add EIP: Hardfork Meta - Osaka,EIPs
8158,Add EIP: Decrease base cost of TLOAD/TSTORE,EIPs
8156,Update EIP-5749: Fix typo EIP-5749 typo,EIPs
8154,Update EIP-7480: match to EOF Megaspec,EIPs
8153,Update EIP-5656: Move to Last Call,EIPs
8152,Update EIP-3540: Move to Review,EIPs
8151,Add EIP: Count Contract,EIPs
8150,Update EIP-7251: Fix typo EIP-7251 typo,EIPs
8149,Add EIP: Homogeneous Validator Penalty,EIPs
8148,Update EIP-4938: Move to Last Call,EIPs
8147,Update EIP-5793: Move to Last Call,EIPs
8146,Update EIP-4844: Move to Last Call,EIPs
8144,Update EIP-7044: Move to Last Call,EIPs
8143,Update EIP-7516: Move to Last Call,EIPs
8141,Update EIP-4788: Move to Last Call,EIPs
8140,Update EIP-6780: Move to Last Call,EIPs
8139,Update EIP-7045: Move to Last Call,EIPs
8138,Update EIP-4762: Move to Draft,EIPs
8137,Update andstor/file-existence-action digest to 31a5027,EIPs
8134,Update EIP-7514: Move to Last Call,EIPs
8133,Update EIP-6122: Move to Final,EIPs
8132,Update EIP-6953: Move to Final,EIPs
8131,Update EIP-7569: Move to Last Call,EIPs
8129,Update EIP-5806: use TX_TYPE for signature generation,EIPs
8128,Update EIP-5806: Update EIP-5806,EIPs
8124,Update EIP-4762: fix some syntax issues,EIPs
8123,Add EIP: Ethereum Mixing Transaction Supervision,EIPs
8122,Update EIP-6466: Move to Review,EIPs
8121,Add EIP: Hardfork Meta - Pectra,EIPs
8120,Update EIP-6913: Move to Draft,EIPs
8119,Update EIP-6963: fix typo,EIPs
8117,Add EIP: dApp Permission Framework (DPF),EIPs
8116,Update EIP-7002: Fix typos,EIPs
8109,Update Template: New EIP for a Collateralized NFT Standard,EIPs
8105,Add EIP: PeerDAS - Peer Data Availability Sampling,EIPs
8103,Add EIP: Precompile for Falcon Signature Verification,EIPs
8102,Add EIP: BLS signed transactions,EIPs
8101,Update EIP-7212: Move to Moved,EIPs
8099,Update EIP-6404/6465/6466/6493: Remove placeholder TBD sections,EIPs
8098,Add EIP: nft synthetic evidence,EIPs
8095,Update EIP-4844: Rename gasPrice to baseFee,EIPs
8094,Create SECURITY.md,EIPs
8083,Update EIP-3540: Remove mention of terminating instruction requirement,EIPs
8079,Config: Remove myself as governing editor,EIPs
8074,Add EIP: Reserve Precompile Address Range for RIPs,EIPs
8072,Update EIP-6465: Move to Review,EIPs
8071,Update EIP-6404: Move to Review,EIPs
8061,Update EIP-684: Fix typo,EIPs
8060,Update EIP-6916: fix typo,EIPs
8058,Add EIP: Increase default block gas target to 20M,EIPs
8057,EIP-3540 stagnant (2023-Dec-24th@00.20.49),EIPs
8056,EIP-2015 stagnant (2023-Dec-24th@00.20.39),EIPs
8054,Update EIP-6493: Move to Review,EIPs
8053,Update EIP-4844: Clarify type for better readability,EIPs
8052,Spam PR,EIPs
8051,Update EIP-7569: Add Testnet times,EIPs
8050,Update EIP-3074: add nonce to auth msg to provide revocation,EIPs
8049,Update EIP-3074: fix misaligned memory description,EIPs
8048,Update EIP-7568: Move to Review,EIPs
8044,Update actions/upload-pages-artifact action to v3,EIPs
8043,Update actions/deploy-pages action to v4,EIPs
8038,"Update EIP-225: Update eip-225.md to fix typo ""singer""",EIPs
8036,Update EIP-5283: few grammatical corrections,EIPs
8035,Add EIP: Inter-Dapp tracking standard,EIPs
8034,Add EIP: Versioning Scheme for EIPs,EIPs
8030,Update and rename eip-template.md to eip-recallable-token-standard.md,EIPs
8029,Update EIP-7545: clarify precompile interface,EIPs
8028,Update EIP-2070: Move to Withdrawn,EIPs
8027,Update EIP-7569: Move to Review,EIPs
8026,Add EIP: Authentication SBT using Credential,EIPs
8025,Update EIP-7523: fix typo,EIPs
8024,Update EIP-6690: fix typo,EIPs
8023,Update EIP-6690: fix typo,EIPs
8022,Update EIP-6206: rename JUMPF's argument to target_section_index,EIPs
8021,Update EIP-4750: Rename CALLF's argument to target_section_index,EIPs
8020,Update actions/deploy-pages action to v3 - autoclosed,EIPs
8019,Update actions/configure-pages action to v4 - autoclosed,EIPs
8018,Update EIP-7480: implicit zero-padding on out-of-bounds access,EIPs
8017,Update EIP-7549: fix typo #8015,EIPs
8016,Update EIP-101: fix typo,EIPs
8015,Update EIP-1: fix typo,EIPs
8014,EIP-6988 stagnant (2023-Dec-3rd@00.17.43),EIPs
8013,EIP-6913 stagnant (2023-Dec-3rd@00.17.33),EIPs
8012,Update EIP-7069: eip-7542/7523/7480/7069 typo error && section number,EIPs
8011,Update EIP-3074: update 3074 MAGIC byte,EIPs
8009,Update EIP-6780: Move to Review,EIPs
8008,Update EIP-6122: Move to Last Call,EIPs
8007,Config: Add execution-specs repo to the list of link exceptions,EIPs
8006,Add EIP: Hardfork Meta - Dencun,EIPs
8005,Add EIP: Hardfork Meta Backfill - Berlin to Shapella,EIPs
8000,Update EIP-6953: Move to Last Call,EIPs
7998,Update EIP-7549: Move to Draft,EIPs
7997,Update EIP-4844: minor clean-up,EIPs
7996,Update EIP-5792: Move to Review,EIPs
7995,Update EIP-7516: Move to Last Call,EIPs
7994,Add EIP: Splitable utility NFT extension for ERC-721,EIPs
7992,Update EIP-4788: Move to Review,EIPs
7991,Update EIP-3074: Move to Review,EIPs
7990,Update EIP-4844: Clarify blob retention window part,EIPs
7985,Update EIP-7516: Move to Review,EIPs
7984,Update EIP-5656: Move to Last Call,EIPs
7983,Update EIP-7542: fix typos in  eip-7542.md,EIPs
7982,Update EIP-2537: Sync gas meter with geth,EIPs
7980,Add EIP: Quantum Supremacy Oracle,EIPs
7978,Update eip-template.md,EIPs
7977,Update eip-template.md,EIPs
7976,Create Improvement Proposal repository,EIPs
7973,EIP-6888 stagnant (2023-Nov-19th@00.17.59),EIPs
7972,EIP-6811 stagnant (2023-Nov-19th@00.17.49),EIPs
7971,EIP for Time Capsule Encryption via Verifiable Delay Functions (VDFs),EIPs
7970,Update EIP-7212: Change the implementation address,EIPs
7968,Add EIP: Block-level Warming,EIPs
7967,Update EIP-6475: simple typo fix in 6475,EIPs
7965,Update EIP-7523: fix typo,EIPs
7964,Update EIP-6914: Fix [eip-7542 ] typo issue,EIPs
7963,Update EIP-7549: fix typo,EIPs
7962,Config: fix errors in ISSUE_TEMPLATE.md,EIPs
7961,Update EIP-1380: fix typo in EIP 1380,EIPs
7959,Update EIP-7480: fix typo,EIPs
7958,Update EIP-145: fix typo,EIPs
7956,Update EIP-627: fix typo,EIPs
7954,chore(config): Update _config.yml to reflect repo split,EIPs
7952,Update EIP-1153: fix typo,EIPs
7951,Update EIP-6110: add pubkey2index cache analysis by @naviechan,EIPs
7950,Update EIP-3416: Update eip-3416.md,EIPs
7949,Add EIP: Separated Payer Transaction,EIPs
7948,Update EIP-2294: Move to Draft,EIPs
7947,Update EIP-5806: fix typo,EIPs
7946,Update EIP-6690: fix typo & linter error,EIPs
7945,Snyk upgrade 04c3ce577c581faf1cd84986026241d3,EIPs
7944,Add EIP 7549: Move committee index outside Attestation,EIPs
7943,Add EIP: Inclusion lists,EIPs
7941,Update EIP-4844: Fix typo in EIP-4844,EIPs
7939,Update EIP-6493: Use `Variant[S]` for type safety,EIPs
7938,Update EIP-7495: Add `Variant[S]` / `OneOf[S]` type safety layer,EIPs
7937,Update EIP-7495: Mention support for optional fields in motivation,EIPs
7936,Update EIP-7495: Allow setting properties in `StableContainer` impl,EIPs
7932,Update EIP-4844: fix typo on blob batch verification function name,EIPs
7929,Update EIP-6916: Move to Review,EIPs
7928,CI: Get `eipw` running again,EIPs
7927,Update EIP-7066: Move to Final,EIPs
7926,Add EIP: Verkle proof verification precompile,EIPs
7925,Update EIP-6358: Add compatibility with Metamask(EIP-712),EIPs
7924,Update README: add notice about repo split in readme,EIPs
7923,Config: update pr template with ercs moved notice,EIPs
7922,Update EIP-1046: update link to new ercs repo,EIPs
7920,CI: Combine EIPs and ERCs,EIPs
7919,Update actions/checkout action to v4,EIPs
7918,Update ruby/setup-ruby action to v1.173.0,EIPs
7917,Update EIP-6120: ERC-165 interface,EIPs
7916,Add EIP: Upgradeable Clone,EIPs
7915,Add EIP: Security Flaws in ERC-20 Transfer Patterns,EIPs
7914,Add EIP: Inclusion lists,EIPs
7913,Update EIP-6493: Move `type` from `signature` to `payload`,EIPs
7911,Update EIP-5164: Move to Last Call,EIPs
7910,Update EIP-6093: Include error-decoded operations in the Security Considerations,EIPs
7909,Update EIP-6357: Move to Last Call,EIPs
7908,Update EIP-6493: Align list style with EIP-4844,EIPs
7906,Update EIP-7542: Update EIP-7542 to reflect its alignment with EIP-4444,EIPs
7904,Add EIP: EVM arbitrary precision decimal math,EIPs
7903,Update EIP-6956: Move to Review,EIPs
7902,Website: Fix discord links,EIPs
7901,EIP-6810 stagnant (2023-Oct-22nd@00.18.41),EIPs
7900,EIP-6789 stagnant (2023-Oct-22nd@00.18.31),EIPs
7899,EIP-6662 stagnant (2023-Oct-22nd@00.18.20),EIPs
7898,EIP-6358 stagnant (2023-Oct-22nd@00.18.9),EIPs
7897,EIP-6357 stagnant (2023-Oct-22nd@00.17.59),EIPs
7896,EIP-6327 stagnant (2023-Oct-22nd@00.17.48),EIPs
7895,EIP-5164 stagnant (2023-Oct-22nd@00.17.37),EIPs
7894,EIP-5000 stagnant (2023-Oct-22nd@00.17.27),EIPs
7893,EIP-4972 stagnant (2023-Oct-22nd@00.17.16),EIPs
7892,EIP-3455 stagnant (2023-Oct-22nd@00.17.6),EIPs
7891,EIP-1328 stagnant (2023-Oct-22nd@00.16.56),EIPs
7887,Add EIP: eth/69 - available-blocks-extended protocol,EIPs
7886,Update EIP-20: Remove external implementation links,EIPs
7885,Update EIP-20: Remove external links,EIPs
7884,Update EIP-1: Allow links to the yellow paper,EIPs
7883,Update EIP-7160: Move to Last Call,EIPs
7880,Add EIP: Apply coinbase reward at end of block,EIPs
7879,Update EIP-7528: Move to Review,EIPs
7878,Add EIP: Apply Coinbase Rewards At The End Of Block,EIPs
7877,Update EIP-1363: Update erc1363 to modern recommendations,EIPs
7876,Add EIP: Asynchronous ERC-4626 Tokenized Vaults,EIPs
7875,Add EIP: ERC Extensions,EIPs
7874,Update EIP-7092: Copyediting,EIPs
7873,Add EIP: Multiplicative Tokens,EIPs
7872,Update EIP-1046: Fix some issues,EIPs
7871,Update EIP-3643: Move to Last Call,EIPs
7870,Update EIP-6900: add reference implementation,EIPs
7868,Update EIP-7503: fix typo,EIPs
7867,Update EIP-6956: fix a couple of typos,EIPs
7866,Update EIP-5773: fix typo,EIPs
7864,Update EIP-7409: Move to Final,EIPs
7863,Update EIP-6963: fix typo,EIPs
7862,Update EIP-6900: Spec Update 5,EIPs
7861,Update EIP-6596: Move to Review,EIPs
7860,Update EIP-6465: Fix typo,EIPs
7858,Update EIP-6315: Rewrite,EIPs
7857,Update EIP-6123: Move to Draft,EIPs
7856,Update EIP-223: Remove `standard` function,EIPs
7855,Add EIP: Soulbound Tokens,EIPs
7854,Update EIP-5189: Move to Draft,EIPs
7853,Add EIP: Multi-edition NFT Distribution,EIPs
7850,Update EIP-6551: Add ERC6551 address,EIPs
7847,Update EIP-2294: Move to Review,EIPs
7846,Add EIP: Native Asset ERC-4626 Tokenized Vault,EIPs
7845,Update EIP-7015: allow arbitratry `TYPEHASH` and correponding fields for `structHash`,EIPs
7844,Update EIP-4337: Fix typos,EIPs
7843,Update EIP-6492: fix typos,EIPs
7841,Update EIP-6110: fix typo,EIPs
7840,Update EIP-6672: fix typos,EIPs
7838,Update EIP-6206: add `JUMPFI` instruction,EIPs
7837,Add EIP: Theorem-Carrying-Transaction - TCT,EIPs
7836,Update EIP-6800: pedersen hash endianness and group to field fixes,EIPs
7835,Update EIP-7432: Several enhancements,EIPs
7834,Update EIP-6956: Fix typos,EIPs
7833,Add EIP: Public Cross Port,EIPs
7832,Update EIP-7015: Move to Last Call,EIPs
7831,Update EIP-5189: Update eip-5189,EIPs
7827,Add EIP: Generation unit (64 epochs),EIPs
7824,Update EIP-6963: name change + term consistency + overall copy edits,EIPs
7821,Update EIP-7085: update EIP-7085,EIPs
7820,Update EIP-7069: add returndataload opcode,EIPs
7819,Update EIP-663: Move to Draft,EIPs
7818,Update EIP-998: Update/Correction eip-998.md,EIPs
7817,Add EIP: Getting Staked ERC-721 Ownership Recognition,EIPs
7816,Update EIP-6963: Move to Final,EIPs
7815,Add EIP: Contract Discovery and eTLD+1 Association,EIPs
7813,Update EIP-7503: Move to Review,EIPs
7812,Update EIP-6809: Move to Final,EIPs
7811,Update EIP-6808: Move to Final,EIPs
7809,Add EIP: EVM Profiles for ZK Rollups (Shanghai),EIPs
7808,Add EIP: ETH (Native Asset) Address Convention,EIPs
7806,Update EIP-6059: Adds comment about 7401 superseding 6059.,EIPs
7805,"Update EIP-7409: Updates implementation address and deadline, prettifies code.",EIPs
7804,Update EIP-7053: Move to Final,EIPs
7803,Update EIP-7480: Change prices of DATALOAD and DATALOADN to be consistent with price of PUSH,EIPs
7801,Update EIP-6982: Move to Last Call,EIPs
7797,Add EIP: Token Bound Function Oracle AMM Contract,EIPs
7796,Update EIP-6900: Spec Update 4,EIPs
7795,Update EIP-721: Fix typos,EIPs
7794,Update EIP-7201: Updates to wording,EIPs
7793,Update EIP-6780: remove mention of verkle tree behavior,EIPs
7792,Add EIP: Elastic Signature,EIPs
7790,Update EIP-6963: make icon requirement wording consistent,EIPs
7788,"Update EIP-6780: say ""target"" instead of ""caller""",EIPs
7787,Update EIP-7231: Move to Last Call,EIPs
7786,Update EIP-4788: update ring buffer size rationale for new ring buffer size,EIPs
7785,Update EIP-6353: Fix typos ,EIPs
7784,Update EIP-6220: Fix typos ,EIPs
7783,Update EIP-6059: Fix typos,EIPs
7782,Update EIP-7401: Fix typos,EIPs
7781,Add EIP: On-chain NFT royalty enforcement,EIPs
7780,Update EIP-6963: Move to Last Call,EIPs
7779,Update EIP-7201: Move to Last Call,EIPs
7778,"Update EIP-6909: index id, not caller",EIPs
7777,Update EIP-7512: Fix authors,EIPs
7776,Add EIP: Expire state of the inactive accounts,EIPs
7775,Add EIP: PLUME Signature in Wallets,EIPs
7774,Update EIP-6909: Update Transfer Event To Log Caller,EIPs
7773,Update EIP-5485: Move to Review,EIPs
7772,EIP-6506 stagnant (2023-Sep-24th@00.17.23),EIPs
7771,EIP-6366 stagnant (2023-Sep-24th@00.17.13),EIPs
7770,EIP-5485 stagnant (2023-Sep-24th@00.17.3),EIPs
7769,EIP-5252 stagnant (2023-Sep-24th@00.16.52),EIPs
7768,EIP-4950 stagnant (2023-Sep-24th@00.16.42),EIPs
7766,Update EIP-1767: Move to Draft,EIPs
7765,"Update EIP-7516: Use ""instruction"" term",EIPs
7763,Update EIP-7201: Move to Review,EIPs
7760,Update EIP-7201: Explain possibility to use different formulas,EIPs
7759,Update EIP-7512: 7512 Updates,EIPs
7758,Update EIP-6120: update,EIPs
7757,Update EIP-7519: Fix typos,EIPs
7756,Update EIP-7514: Fix typos,EIPs
7755,Update EIP-7512: Fix typos,EIPs
7754,Update EIP-7508: Fix typos,EIPs
7753,Update EIP-7503: Fix typo,EIPs
7752,Update EIP-7444: Fix typo,EIPs
7751,Update EIP-7425: Fix typos,EIPs
7750,Update EIP-7409: Fix typos,EIPs
7749,Update EIP-7378: Fix typos,EIPs
7748,Update EIP-7401: Fix typos,EIPs
7747,Update EIP-7378: Fix typos,EIPs
7746,Update EIP-7432: Move to Review,EIPs
7745,Config: Add xinbenlv (myself) to governance group,EIPs
7744,Add EIP: Empty accounts deprecation,EIPs
7743,Add EIP: OIDC ZK Verifier for AA Account,EIPs
7742,Update EIP-5069: Bikeshedding some handbook stuff,EIPs
7741,Config: Add g11tech to governance group,EIPs
7740,Update EIP-7514: Move to Review,EIPs
7739,Add EIP: General Intents for Smart Contract Wallets,EIPs
7738,Update EIP-2645: Update eip-2645.md (TYPO Fix),EIPs
7737,Update EIP-7508: Move to Review,EIPs
7736,Update EIP-7409: Move to Last Call,EIPs
7735,Update EIP-7401: Move to Final,EIPs
7734,Update EIP-7508: Add repository address,EIPs
7733,Add EIP: zk-SNARK public inputs overflow protection,EIPs
7732,Add EIP: overflow protection,EIPs
7731,Update EIP-4881: Move to Final,EIPs
7729,Update eip-6963.md to fix typos,EIPs
7725,Add EIP: Atomic Storage Operations SCREDIT and SDEBIT,EIPs
7722,Add EIP: NFT Metadata Extension like JSON-LD,EIPs
7719,Add EIP: Dynamic Compliant Interop Security Token,EIPs
7718,Update EIP-7329: Move to Final,EIPs
7717,Update EIP-7514: Update eip-7514 constant name,EIPs
7716,Update EIP-7516: removes remaning references to 0x49,EIPs
7715,Update EIP-7514: Update eip-7514.md,EIPs
7714,Update EIP-7516: update `BLOBBASEFEE` opcode value so it does not clash with `BLOBHASH`'s opcode value,EIPs
7713,Update EIP-6982: Minor Improvements EIP6982,EIPs
7712,Update dependency ubuntu to v22,EIPs
7711,Update dependency html-proofer to v5.0.8,EIPs
7710,chore(deps): update dawidd6/action-download-artifact digest to 8a9be73,EIPs
7709,Update actions/upload-artifact digest to ef09cda,EIPs
7708,Update EIP-5269: Move to Last Call,EIPs
7707,EIP-6596 stagnant (2023-Sep-13th@20.15.7),EIPs
7706,EIP-6464 stagnant (2023-Sep-13th@20.14.57),EIPs
7705,EIP-6170 stagnant (2023-Sep-13th@20.14.46),EIPs
7704,EIP-5827 stagnant (2023-Sep-13th@20.14.36),EIPs
7703,EIP-4944 stagnant (2023-Sep-13th@20.14.25),EIPs
7702,EIP-3074 stagnant (2023-Sep-13th@20.14.14),EIPs
7701,Update EIP-7516: BLOBBASEFEE opcode,EIPs
7697,Update EIP-5450: Move to Review,EIPs
7696,Create SECURITY.md,EIPs
7695,Update EIP-5982: Move to Review,EIPs
7694,Update EIP-5269: Move to Review,EIPs
7693,Update EIP-5453: Move to Last Call,EIPs
7692,Update EIP-5247: Move to Review,EIPs
7691,Update EIP-1202,EIPs
7690,Update EIP-5453: Move to Review,EIPs
7689,Update EIP-7432: Move to Last Call,EIPs
7688,Add EIP: BLOBBASEFEE opcode,EIPs
7687,Update EIP-7231: Move to Review,EIPs
7686,Update EIP-6809: Move to Last Call,EIPs
7685,Update EIP-6808: Move to Last Call,EIPs
7684,Update EIP-6809: Move to Last Call,EIPs
7683,Update EIP-6808: Move to Last Call,EIPs
7682,Add EIP: Content Consent for AI/ML Data Mining,EIPs
7681,"Update EIP-6900: add missing members to IPlugin structs, correct install step statement",EIPs
7680,Update EIP-2535: Fixed typo,EIPs
7679,Update EIP-5585: Move to Last Call,EIPs
7678,Add EIP: NFT Alternative Text in Metadata,EIPs
7676,Update EIP-7212: Clarifications and improvements,EIPs
7675,Update EIP-7512: Fix Author,EIPs
7674,Update EIP-7432: Add Approval Interface,EIPs
7673,Update EIP-6900: add missing members to IPlugin structs,EIPs
7672,Update EIP-4788: post audit tweaks,EIPs
